timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1727706073.620901,1.1664027873222716e-13,-5.452679779180859e-24,0.0,0.0,0.0,-3.530295691962581e-12,1.0,-1.0407461282565331e-16,0.0,0.0,0.0,0.0,5.168537963195378e-18
1727706073.6647918,1.1663279279475106e-13,-5.452626924035735e-24,0.0,0.0,0.0,-3.530295650753518e-12,1.0,-1.3433457623965224e-16,0.0,0.0,0.0,0.0,3.434029240261041e-18
1727706073.7791083,1.16623828655656e-13,-5.452563631913771e-24,0.0,0.0,0.0,-3.53029558487052e-12,1.0,-1.6450076571160546e-16,0.0,0.0,0.0,0.0,2.141841230436132e-18
1727706073.8258405,1.1661344326089454e-13,-5.452490304887494e-24,0.0,0.0,0.0,-3.5302955816824823e-12,1.0,-1.9349533856524714e-16,0.0,0.0,0.0,0.0,1.3814207208263871e-18
1727706074.012993,1.1660168616575554e-13,-5.452407292846492e-24,0.0,0.0,0.0,-3.5302955092850683e-12,1.0,-2.2142489900458717e-16,0.0,0.0,0.0,0.0,1.511709039050313e-18
1727706074.0591493,1.1658871096483546e-13,-5.4523156802601976e-24,0.0,0.0,0.0,-3.530295443045506e-12,1.0,-2.4732296059083917e-16,0.0,0.0,0.0,0.0,2.772739528628997e-18
1727706074.3074403,1.165744047397866e-13,-5.452214669858724e-24,0.0,0.0,0.0,-3.530295393784666e-12,1.0,-2.728142596893937e-16,0.0,0.0,0.0,0.0,2.3100080410914306e-18
1727706074.3548374,1.1655908710889255e-13,-5.452106518336684e-24,0.0,0.0,0.0,-3.5302953204326553e-12,1.0,-2.9623855942909635e-16,0.0,0.0,0.0,0.0,2.4522570005225023e-18
1727706074.4054897,1.1654252165910866e-13,-5.451989556477625e-24,0.0,0.0,0.0,-3.5302953000841767e-12,1.0,-3.18830806779497e-16,0.0,0.0,0.0,0.0,1.87400977906611e-18
1727706074.470309,1.165250645543302e-13,-5.4518662990102384e-24,0.0,0.0,0.0,-3.5302951808269067e-12,1.0,-3.402255456234632e-16,0.0,0.0,0.0,0.0,2.792114972561822e-18
1727706074.6774397,1.165064958636095e-13,-5.451735193092484e-24,0.0,0.0,0.0,-3.5302951141898892e-12,1.0,-3.60257954991461e-16,0.0,0.0,0.0,0.0,3.7178857450893976e-18
1727706074.72329,1.164870037347329e-13,-5.451597567159407e-24,0.0,0.0,0.0,-3.530295030139154e-12,1.0,-3.8060819597287614e-16,0.0,0.0,0.0,0.0,3.0137550511257745e-18
1727706074.8122396,1.164664789091045e-13,-5.451452649779766e-24,0.0,0.0,0.0,-3.530294986329485e-12,1.0,-4.001695450499921e-16,0.0,0.0,0.0,0.0,2.5572080844612125e-18
1727706074.8627398,1.1644523005298448e-13,-5.451302620320195e-24,0.0,0.0,0.0,-3.5302949658349926e-12,1.0,-4.17736817484329e-16,0.0,0.0,0.0,0.0,1.286083230643356e-18
1727706075.0454261,1.164232143727515e-13,-5.451147176631563e-24,0.0,0.0,0.0,-3.530294897549007e-12,1.0,-4.326453635300276e-16,0.0,0.0,0.0,0.0,1.7756095694789377e-18
1727706075.1016314,1.1640043325131466e-13,-5.4509863284785966e-24,0.0,0.0,0.0,-3.530294851731523e-12,1.0,-4.479680166982294e-16,0.0,0.0,0.0,0.0,2.2820694016622765e-18
1727706075.345183,-1.1551190484209805e-06,1.8069688594518647e-09,0.0,0.0,0.0,-0.0014479378562688575,0.9999989517374328,-1.1551209637082569e-05,0.0,0.0,0.0,0.0,-0.028958767173569194
