timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1727706311.6707165,1.1661532952645236e-13,-5.4525036229831814e-24,0.0,0.0,0.0,-3.5302965290354964e-12,1.0,3.215358317998793e-16,0.0,0.0,0.0,0.0,4.701058487016366e-18
1727706311.7240283,1.1662769188370117e-13,-5.452590908555963e-24,0.0,0.0,0.0,-3.530296451464471e-12,1.0,2.7131929201222873e-16,0.0,0.0,0.0,0.0,3.6975413019706595e-18
1727706311.81154,1.1663746487635191e-13,-5.4526599116784985e-24,0.0,0.0,0.0,-3.5302964096991357e-12,1.0,2.213534989955439e-16,0.0,0.0,0.0,0.0,2.3867272010499185e-18
1727706311.8658516,1.1664488691318118e-13,-5.452712315657757e-24,0.0,0.0,0.0,-3.530296322376984e-12,1.0,1.7195029480012543e-16,0.0,0.0,0.0,0.0,2.5817497321580932e-18
1727706312.0781634,1.166501113622078e-13,-5.452749203363861e-24,0.0,0.0,0.0,-3.5302962634877097e-12,1.0,1.2646485855879925e-16,0.0,0.0,0.0,0.0,2.9242285151225804e-18
1727706312.138059,1.1665328796219281e-13,-5.452771632041857e-24,0.0,0.0,0.0,-3.530296214480953e-12,1.0,8.401049011633516e-17,0.0,0.0,0.0,0.0,2.157920609993496e-18
1727706312.4353073,1.1665421199231257e-13,-5.4527781562418705e-24,0.0,0.0,0.0,-3.530296134386956e-12,1.0,4.100630104775019e-17,0.0,0.0,0.0,0.0,2.582015057395693e-18
1727706312.4791732,1.1665332888844905e-13,-5.452771921005665e-24,0.0,0.0,0.0,-3.5302960397215153e-12,1.0,4.0926256233901854e-19,0.0,0.0,0.0,0.0,3.4951887540342965e-18
1727706312.5298526,1.1665068619350973e-13,-5.452753262014915e-24,0.0,0.0,0.0,-3.5302959503894794e-12,1.0,-3.525798802839922e-17,0.0,0.0,0.0,0.0,3.6799495397349404e-18
1727706312.6203897,1.1664622625237503e-13,-5.4527217721912066e-24,0.0,0.0,0.0,-3.53029582245498e-12,1.0,-7.102636074018321e-17,0.0,0.0,0.0,0.0,4.3453307005625365e-18
1727706312.8393319,1.1664027873222716e-13,-5.452679779180859e-24,0.0,0.0,0.0,-3.530295691962581e-12,1.0,-1.0407461282565331e-16,0.0,0.0,0.0,0.0,5.168537963195378e-18
1727706312.8926091,1.1663279279475106e-13,-5.452626924035735e-24,0.0,0.0,0.0,-3.530295650753518e-12,1.0,-1.3433457623965224e-16,0.0,0.0,0.0,0.0,3.434029240261041e-18
1727706313.00094,1.16623828655656e-13,-5.452563631913771e-24,0.0,0.0,0.0,-3.53029558487052e-12,1.0,-1.6450076571160546e-16,0.0,0.0,0.0,0.0,2.141841230436132e-18
1727706313.0511718,1.1661344326089454e-13,-5.452490304887494e-24,0.0,0.0,0.0,-3.5302955816824823e-12,1.0,-1.9349533856524714e-16,0.0,0.0,0.0,0.0,1.3814207208263871e-18
