timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1727704915.1893542,6.132400791909353e-07,-1.3165519695774888e-09,-1.4274793684321274e-06,0.9999999999987931,-3.8584223424838624e-08,3.995493614318591e-10,1.4912154295628505e-14,2.5686477684105e-08,1.2009713753406933e-05,9.799969111493859
1727704915.1931493,6.126728151680118e-07,-1.3106789093420946e-09,-1.4274793679880382e-06,0.9999999999987934,-3.7438064266970685e-08,3.876711901342178e-10,1.2250718770555797e-14,2.5576788652330086e-08,1.199888070234387e-05,9.7999700289195
1727704915.2188191,6.121224024658752e-07,-1.304976288301206e-09,-1.4274793680990605e-06,0.9999999999987939,-3.63253939906534e-08,3.764502615284443e-10,9.805126349504728e-15,2.547060483387308e-08,1.1988364674342493e-05,9.799970919101069
1727704915.2484167,6.115883460302759e-07,-1.2994433113008435e-09,-1.4274793677659936e-06,0.9999999999987941,-3.5247004130732997e-08,3.6521251541107315e-10,9.512285375616149e-15,2.5367704470669743e-08,1.1978205333899172e-05,9.799971782806757
1727704915.2891245,6.109008724619671e-07,-1.2923222748654597e-09,-1.427479367543949e-06,0.9999999999987945,-3.3856823156433264e-08,3.50513385479481e-10,1.633717000010668e-14,2.5221497422875992e-08,1.1965056901065568e-05,9.799972894692957
1727704915.3494008,6.104031080970994e-07,-1.287166909806847e-09,-1.427479367155371e-06,0.9999999999987947,-3.285120946747777e-08,3.4031569360025393e-10,1.0870600826909468e-14,2.5126189378606575e-08,1.1955562996707561e-05,9.799973699738157
1727704915.6046507,6.099201210323276e-07,-1.2821665541867024e-09,-1.4274793669888375e-06,0.999999999998795,-3.1875779886180804e-08,3.2991956488788814e-10,1.415600012327912e-14,2.5028594179692013e-08,1.1946338721760576e-05,9.799974480893528
1727704915.6093466,6.092983776079758e-07,-1.2757310786630974e-09,-1.427479366822304e-06,0.9999999999987954,-3.062037891439017e-08,3.1692158066259544e-10,1.0417701254730159e-14,2.490909950319459e-08,1.1934488242412682e-05,9.799975486419669
1727704915.638202,6.088482015655423e-07,-1.2710710376072882e-09,-1.4274793666002594e-06,0.9999999999987956,-2.971082966071143e-08,3.0760354914043893e-10,7.865217748094353e-15,2.4824315462129677e-08,1.1925888467866818e-05,9.7999762145114
1727704915.6667705,6.084113930384487e-07,-1.2665490143766232e-09,-1.4274793665447483e-06,0.9999999999987961,-2.8828219032443134e-08,2.9857449120646947e-10,7.178222663780796e-15,2.4736198134941753e-08,1.1917542634996137e-05,9.799976920966147
1727704915.7940638,6.078490984301971e-07,-1.2607279041281985e-09,-1.4274793662116814e-06,0.9999999999987964,-2.7692005849192602e-08,2.8653400082636985e-10,1.452610432569629e-14,2.4616666760226457e-08,1.1906815440097557e-05,9.799977830371546
1727704915.8266969,6.074419704361026e-07,-1.2565091750644932e-09,-1.4274793662671925e-06,0.9999999999987967,-2.686968133642758e-08,2.784397453156907e-10,7.439191075474223e-15,2.454499744144461e-08,1.1899050845944045e-05,9.799978488829849
1727704916.0355515,6.070469371029542e-07,-1.2524153681621428e-09,-1.4274793659341256e-06,0.9999999999987967,-2.6071252640629917e-08,2.7009955217233137e-10,9.989296655759312e-15,2.4464429905640078e-08,1.1891509829542592e-05,9.799979127728191
1727704916.0398707,6.066636374856871e-07,-1.2484450219924282e-09,-1.4274793658786145e-06,0.9999999999987972,-2.529686810623322e-08,2.619250596638496e-10,1.1234313115478728e-14,2.438619788516681e-08,1.1884189594414106e-05,9.799979747657366
1727704916.0640132,6.061702301860525e-07,-1.2433321350449972e-09,-1.4274793656010587e-06,0.9999999999987974,-2.429913762159202e-08,2.5172011676364526e-10,8.442798266411503e-15,2.4291039584006246e-08,1.1874754973822152e-05,9.799980545693893
1727704916.3444517,6.058129851373378e-07,-1.239634518062952e-09,-1.4274793654345252e-06,0.9999999999987976,-2.3577333390485554e-08,2.441794949396545e-10,4.570117010838338e-15,2.4224499985216198e-08,1.1867950896488012e-05,9.799981123504118
1727704916.3458338,6.054663461063681e-07,-1.2360474216889839e-09,-1.4274793652679918e-06,0.9999999999987977,-2.287737670124627e-08,2.3668273108809655e-10,9.987679161715612e-15,2.4148857137491795e-08,1.1861340410919861e-05,9.799981684143761
1727704916.3740869,6.050201092336747e-07,-1.2314298436804577e-09,-1.4274793651569695e-06,0.9999999999987981,-2.197677505863321e-08,2.2709559798935225e-10,1.5295139497801687e-14,2.4053890734141064e-08,1.1852818884175229e-05,9.79998240586644
1727704916.4046772,6.046970105307355e-07,-1.2280861735640493e-09,-1.4274793651014583e-06,0.9999999999987983,-2.1323866975174212e-08,2.2067548078424025e-10,6.483395438810719e-15,2.4000556472266858e-08,1.1846650323439344e-05,9.799982928429621
1727704916.4346356,6.043835068389017e-07,-1.2248406648569536e-09,-1.4274793649349249e-06,0.9999999999987985,-2.069030750308502e-08,2.1406712818931705e-10,1.1345960325131782e-14,2.3931072903515676e-08,1.1840662801428135e-05,9.799983435470011
1727704916.4966013,6.039799441924244e-07,-1.2206624927692782e-09,-1.4274793648794137e-06,0.9999999999987987,-1.987438364543903e-08,2.0581913472248834e-10,4.337555102881801e-15,2.3860822021858295e-08,1.1832954259554918e-05,9.799984088194902
1727704916.758802,6.036877418151014e-07,-1.2176352265924878e-09,-1.4274793647128803e-06,0.9999999999987988,-1.9284685835608778e-08,1.9987631623667406e-10,4.970092609396271e-15,2.380069511160537e-08,1.1827390625832692e-05,9.799984560779562
1727704916.761016,6.126777024773258e-07,-1.223780772412052e-09,-2.4198733972191633e-07,0.9999999999997831,5.933063638064639e-07,-3.08312425685459e-10,0.00011761090502402185,0.0008418892313384654,1.7309124903672872,9.799982776082105
1727704916.7736328,6.190489908273594e-07,-1.2355543331337655e-09,-0.0001230955994866445,0.9999999924235453,1.9986927389360005e-07,-1.4736113204186192e-08,-0.02070155162660814,0.23426066010230667,0.7185652777707241,9.79997892504182
1727704916.8242297,6.189258922998678e-07,-1.6633213788178629e-09,-0.0009153343501416278,0.9999995810812344,-4.966471037936657e-08,-5.1483783178788955e-08,-0.04148650758502422,0.008504928871543149,0.0015940863310870454,9.799985988432358
1727704916.8998163,6.258491903650511e-07,-2.059705658005682e-09,-0.0015799485665913826,0.9999987518802887,2.4099199612473585e-07,-5.800619453530259e-08,-0.05293611129788996,0.19348382764104669,0.8626238170586297,9.79997891973719
1727704916.9340355,6.291129833136409e-07,-2.7012443501506658e-09,-0.002672577251364272,0.9999964286588425,5.597663397478592e-07,-9.455633605036878e-08,-0.07326964671308814,-0.013590114674751486,1.7258998895322688,9.799996446501316
1727704917.1537628,6.30349172257817e-07,-3.833929371070378e-09,-0.004554163957385782,0.9999896297413549,-6.995756933460955e-08,-1.2630517261661008e-07,-0.09937737373460696,0.03043330332267465,0.008811975248680931,9.799987002151363
1727704917.1574428,6.38536823213066e-07,-4.831483638302592e-09,-0.005977026592075274,0.999982137416819,5.406028998433436e-07,-1.2155308263806006e-07,-0.0926612605101503,-0.010480546353103934,1.7241150529639504,9.799985434187816
1727704917.178148,6.381097311909487e-07,-5.743777215455046e-09,-0.007369927734131698,0.9999728417136069,-8.561633480090632e-08,-1.2032442882884657e-07,-0.09288768809078943,0.022078097496367136,0.007494175619311209,9.799987736585312
1727704917.4792857,6.36372533484913e-07,-6.947328399068603e-09,-0.009227716612649706,0.9999574237164858,-8.528859880538542e-08,-1.1994889051914401e-07,-0.09289313828866512,0.02189859286939164,-0.0011792079479049247,9.799988595059002
1727704917.4835331,6.427201946973328e-07,-7.910515181966273e-09,-0.010632437686033225,0.9999434740366274,1.976040261402339e-07,-1.238711296425243e-07,-0.10147664895513872,0.2026120921489779,0.8347299155757022,9.799981226380641
