timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1727705605.9407673,0.0,0.0,0.0,0.0,0.0,0.0
1727705605.9609551,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.0116343,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.0643516,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.111206,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.162202,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.243559,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.294014,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.3637142,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.3638058,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.4119515,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.4638145,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.51213,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.5610325,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.6219006,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.7129486,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.7143273,0.0,0.0,0.0,0.0,0.0,0.0
1727705606.7609897,0.09178904443979263,0.0,0.0,0.0,0.0,-0.05593334138393402
1727705606.8119993,0.12280675023794174,0.0,0.0,0.0,0.0,-0.05354280024766922
1727705606.8619382,0.15448229014873505,0.0,0.0,0.0,0.0,-0.03416690230369568
1727705606.9155216,0.17389681935310364,0.0,0.0,0.0,0.0,-0.023748790845274925
1727705606.9611003,0.185948446393013,0.0,0.0,0.0,0.0,-0.011857304722070694
1727705607.022053,0.1911989003419876,0.0,0.0,0.0,0.0,-0.01819339208304882
1727705607.0611644,0.19957023859024048,0.0,0.0,0.0,0.0,-0.022274404764175415
1727705607.111726,0.2031044065952301,0.0,0.0,0.0,0.0,-0.027453981339931488
1727705607.1617172,0.20928849279880524,0.0,0.0,0.0,0.0,-0.024899283424019814
1727705607.2134714,0.2098100334405899,0.0,0.0,0.0,0.0,-0.023459741845726967
1727705607.2614608,0.21746857464313507,0.0,0.0,0.0,0.0,-0.011897687800228596
1727705607.3528278,0.22245478630065918,0.0,0.0,0.0,0.0,-0.005965924821794033
1727705607.4566958,0.24376344680786133,0.0,0.0,0.0,0.0,-0.014228164218366146
1727705607.4568095,0.2570511996746063,0.0,0.0,0.0,0.0,-0.021693913266062737
1727705607.5029762,0.2719612717628479,0.0,0.0,0.0,0.0,-0.019451787695288658
1727705607.5114517,0.28068506717681885,0.0,0.0,0.0,0.0,-0.01902787759900093
1727705607.562022,0.2877419590950012,0.0,0.0,0.0,0.0,-0.025887325406074524
1727705607.6121137,0.2931593060493469,0.0,0.0,0.0,0.0,-0.0241367369890213
1727705607.6613612,0.27099111676216125,0.0,0.0,0.0,0.0,-0.030746260657906532
1727705607.7116559,0.25667881965637207,0.0,0.0,0.0,0.0,-0.02779918722808361
1727705607.7917256,0.13167881965637207,0.0,0.0,0.0,0.0,-0.1711135808787133
1727705607.9251883,0.00667881965637207,0.0,0.0,0.0,0.0,-0.18082263199940177
1727705607.9685023,0.0,0.0,0.0,0.0,0.0,-0.18082263199940177
1727705607.970403,0.0,0.0,0.0,0.0,0.0,-0.18777797353181536
1727705608.0116723,0.0,0.0,0.0,0.0,0.0,-0.18713881416182124
1727705608.063431,0.0,0.0,0.0,0.0,0.0,-0.1998457993102586
1727705608.1160517,0.0,0.0,0.0,0.0,0.0,-0.1998457993102586
1727705608.1762915,0.0,0.0,0.0,0.0,0.0,-0.1998457993102586
1727705608.2320917,0.0,0.0,0.0,0.0,0.0,-0.21716228069341262
1727705608.261417,0.0,0.0,0.0,0.0,0.0,-0.21716228069341262
1727705608.3110967,0.0,0.0,0.0,0.0,0.0,-0.2588680310178481
1727705608.3627176,0.0,0.0,0.0,0.0,0.0,-0.2588680310178481
1727705608.4112067,0.0,0.0,0.0,0.0,0.0,-0.2588680310178481
1727705608.462699,0.0,0.0,0.0,0.0,0.0,-0.2588680310178481
1727705608.5325358,0.0,0.0,0.0,0.0,0.0,-0.2588680310178481
1727705608.6034915,0.0,0.0,0.0,0.0,0.0,-0.34084076133005303
1727705608.6631987,0.0,0.0,0.0,0.0,0.0,-0.4019621305055061
1727705608.6658397,0.0,0.0,0.0,0.0,0.0,-0.4019621305055061
1727705608.7121398,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705608.761313,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705608.8116834,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705608.861439,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705608.9116626,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705608.9737136,0.0,0.0,0.0,0.0,0.0,-0.4347036945724422
1727705609.1042233,0.0,0.0,0.0,0.0,0.0,-0.5720610202481822
1727705609.10603,0.0,0.0,0.0,0.0,0.0,-0.5720610202481822
1727705609.1526327,0.0,0.0,0.0,0.0,0.0,-0.5947028834189223
1727705609.1617465,0.0,0.0,0.0,0.0,0.0,-0.5947028834189223
1727705609.211515,0.0,0.0,0.0,0.0,0.0,-0.6224453470687614
1727705609.2616103,0.0,0.0,0.0,0.0,0.0,-0.6224453470687614
1727705609.3112051,0.0,0.0,0.0,0.0,0.0,-0.6224453470687614
1727705609.4048805,0.0,0.0,0.0,0.0,0.0,-0.6224453470687614
1727705609.411154,0.0,0.0,0.0,0.0,0.0,-0.7038031256253826
1727705609.4611692,0.0,0.0,0.0,0.0,0.0,-0.7699315465891099
1727705609.512335,0.0,0.0,0.0,0.0,0.0,-0.7699315465891099
1727705609.564591,0.0,0.0,0.0,0.0,0.0,-0.7699315465891099
1727705609.6118252,0.0,0.0,0.0,0.0,0.0,-0.7699315465891099
1727705609.7026608,0.125,0.0,0.0,0.0,0.0,-0.6099315465891099
1727705609.7992654,0.17893055081367493,0.0,0.0,0.0,0.0,-0.4626755714416504
1727705609.8000124,0.15272295475006104,0.0,0.0,0.0,0.0,-0.6226755714416504
1727705609.8532157,0.14432306587696075,0.0,0.0,0.0,0.0,-0.6247520446777344
1727705609.8611078,0.14838789403438568,0.0,0.0,0.0,0.0,-0.6173363327980042
1727705609.9126108,0.15739549696445465,0.0,0.0,0.0,0.0,-0.5721349120140076
1727705609.9618883,0.16992464661598206,0.0,0.0,0.0,0.0,-0.5376012921333313
1727705610.0116377,0.1837352216243744,0.0,0.0,0.0,0.0,-0.5039586424827576
1727705610.0619707,0.1963188648223877,0.0,0.0,0.0,0.0,-0.49000170826911926
1727705610.1349864,0.20608998835086823,0.0,0.0,0.0,0.0,-0.47188800573349
1727705610.259208,0.2286733090877533,0.0,0.0,0.0,0.0,-0.44173288345336914
1727705610.260482,0.24720464646816254,0.0,0.0,0.0,0.0,-0.40611687302589417
1727705610.2612967,0.27765244245529175,0.0,0.0,0.0,0.0,-0.3742389976978302
1727705610.3154051,0.2990509867668152,0.0,0.0,0.0,0.0,-0.34436994791030884
1727705610.361259,0.31061336398124695,0.0,0.0,0.0,0.0,-0.327000230550766
1727705610.4131181,0.3162240982055664,0.0,0.0,0.0,0.0,-0.3289165794849396
1727705610.461293,0.30821895599365234,0.0,0.0,0.0,0.0,-0.3340105712413788
1727705610.5113626,0.29037484526634216,0.0,0.0,0.0,0.0,-0.3321905732154846
1727705610.5622036,0.27813202142715454,0.0,0.0,0.0,0.0,-0.3273952007293701
1727705610.6553168,0.2628103792667389,0.0,0.0,0.0,0.0,-0.3199116885662079
1727705610.6663992,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.710762,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.7644472,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.8116016,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.861499,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.9221346,0.0,0.0,0.0,0.0,0.0,-0.0
1727705610.9718955,0.0,0.0,0.0,0.0,0.0,-0.0
1727705611.0322707,0.20281437039375305,0.0,0.0,0.0,0.0,-0.3248307406902313
1727705611.0820622,0.21449360251426697,0.0,0.0,0.0,0.0,-0.32436129450798035
1727705611.111109,0.20916901528835297,0.0,0.0,0.0,0.0,-0.31430113315582275
1727705611.1615083,0.20005586743354797,0.0,0.0,0.0,0.0,-0.28934451937675476
1727705611.211949,0.19187575578689575,0.0,0.0,0.0,0.0,-0.27292123436927795
1727705611.261479,0.18768629431724548,0.0,0.0,0.0,0.0,-0.27096396684646606
1727705611.3119605,0.1850273311138153,0.0,0.0,0.0,0.0,-0.2648172676563263
1727705611.3829036,0.18409579992294312,0.0,0.0,0.0,0.0,-0.26219868659973145
1727705611.4319434,0.1944107711315155,0.0,0.0,0.0,0.0,-0.2610054314136505
1727705611.4820313,0.21047626435756683,0.0,0.0,0.0,0.0,-0.2704252600669861
1727705611.511256,0.22874106466770172,0.0,0.0,0.0,0.0,-0.2972894012928009
1727705611.561221,0.24246060848236084,0.0,0.0,0.0,0.0,-0.31194114685058594
1727705611.6114492,0.25569671392440796,0.0,0.0,0.0,0.0,-0.3242829144001007
1727705611.6611245,0.2636941373348236,0.0,0.0,0.0,0.0,-0.32983121275901794
1727705611.75291,0.2702043056488037,0.0,0.0,0.0,0.0,-0.335702121257782
1727705611.8252604,0.27239882946014404,0.0,0.0,0.0,0.0,-0.3339596092700958
1727705611.8256867,0.27401748299598694,0.0,0.0,0.0,0.0,-0.32850587368011475
1727705611.8611727,0.14901748299598694,0.0,0.0,0.0,0.0,-0.443168633508125
1727705611.9113488,0.02401748299598694,0.0,0.0,0.0,0.0,-0.443168633508125
1727705611.9639525,0.0,0.0,0.0,0.0,0.0,-0.443168633508125
1727705612.016264,0.0,0.0,0.0,0.0,0.0,-0.443168633508125
1727705612.0712776,0.0,0.0,0.0,0.0,0.0,-0.443168633508125
