timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1727705385.9963284,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.0161085,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.0652378,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.115346,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.1654763,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.2154708,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.2959557,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.3442657,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.3909929,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.4161673,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.4654362,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.5154347,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.5658252,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.6669493,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.7531004,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.7542918,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.8077657,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.8153055,0.0,0.0,0.0,0.0,0.0,0.0
1727705386.865862,0.09167128801345825,0.0,0.0,0.0,0.0,-0.019797055050730705
1727705386.9154665,0.12637534737586975,0.0,0.0,0.0,0.0,-0.023779692128300667
1727705386.9666028,0.15431863069534302,0.0,0.0,0.0,0.0,-0.031489044427871704
1727705387.0667875,0.1711646467447281,0.0,0.0,0.0,0.0,-0.03955155983567238
1727705387.0680983,0.1798049360513687,0.0,0.0,0.0,0.0,-0.042785294353961945
1727705387.1150172,0.18417879939079285,0.0,0.0,0.0,0.0,-0.05913117900490761
1727705387.166225,0.19104863703250885,0.0,0.0,0.0,0.0,-0.06506850570440292
1727705387.2188368,0.1950257122516632,0.0,0.0,0.0,0.0,-0.06987842917442322
1727705387.2656898,0.20583514869213104,0.0,0.0,0.0,0.0,-0.06473367661237717
1727705387.3253458,0.20791172981262207,0.0,0.0,0.0,0.0,-0.061153534799814224
1727705387.3751655,0.21267038583755493,0.0,0.0,0.0,0.0,-0.053584881126880646
1727705387.4570131,0.2261916548013687,0.0,0.0,0.0,0.0,-0.05389205366373062
1727705387.496529,0.24803447723388672,0.0,0.0,0.0,0.0,-0.06749525666236877
1727705387.5151095,0.2590436637401581,0.0,0.0,0.0,0.0,-0.087900310754776
1727705387.5652974,0.2694782316684723,0.0,0.0,0.0,0.0,-0.0959198996424675
1727705387.6152532,0.2743300795555115,0.0,0.0,0.0,0.0,-0.09742042422294617
1727705387.6657987,0.2575284242630005,0.0,0.0,0.0,0.0,-0.09386368095874786
1727705387.7154248,0.2464270293712616,0.0,0.0,0.0,0.0,-0.08489452302455902
1727705387.7762685,0.22936482727527618,0.0,0.0,0.0,0.0,-0.08273840695619583
1727705387.8874645,0.22184260189533234,0.0,0.0,0.0,0.0,-0.08147778362035751
1727705387.9407349,0.22184260189533234,0.0,0.0,0.0,0.0,-0.08147778362035751
1727705387.941804,0.09684260189533234,0.0,0.0,0.0,0.0,-0.23960742371774993
1727705387.96583,0.0,0.0,0.0,0.0,0.0,-0.24279132383171953
1727705388.0153444,0.0,0.0,0.0,0.0,0.0,-0.24279132383171953
1727705388.0654159,0.0,0.0,0.0,0.0,0.0,-0.24279132383171953
1727705388.1670213,0.0,0.0,0.0,0.0,0.0,-0.24279132383171953
1727705388.1682189,0.0,0.0,0.0,0.0,0.0,-0.24279132383171953
1727705388.2170038,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
1727705388.2661374,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
1727705388.3154354,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
1727705388.3657584,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
1727705388.4253807,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
1727705388.465409,0.0,0.0,0.0,0.0,0.0,-0.23367405898401195
