timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1727706188.9129052,0.007219043094664812,0.0,0.0,0.0,0.0,0.006300597917288542
1727706188.9676678,0.0,0.0,0.0,0.0,0.0,0.0
1727706188.9678042,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.0133896,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.0590694,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.1196444,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.1692595,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.2086766,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.2588353,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.3091125,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.3591678,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.4092734,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.469345,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.5194027,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.5708954,0.0,0.0,0.0,0.0,0.0,0.0
1727706189.6140802,0.026778193190693855,0.0,0.0,0.0,0.0,-0.0003735299105755985
1727706189.6592543,0.06412138044834137,0.0,0.0,0.0,0.0,-0.014654774218797684
1727706189.7090697,0.09554953128099442,0.0,0.0,0.0,0.0,-0.030428702011704445
1727706189.758879,0.13021770119667053,0.0,0.0,0.0,0.0,-0.041255876421928406
1727706189.850654,0.15338659286499023,0.0,0.0,0.0,0.0,-0.04792054742574692
1727706189.9414299,0.17409014701843262,0.0,0.0,0.0,0.0,-0.04451683163642883
1727706189.9424348,0.1936061680316925,0.0,0.0,0.0,0.0,-0.05673423781991005
1727706190.0214021,0.20505774021148682,0.0,0.0,0.0,0.0,-0.0617884024977684
1727706190.022756,0.22173777222633362,0.0,0.0,0.0,0.0,-0.0706823393702507
1727706190.059256,0.23279206454753876,0.0,0.0,0.0,0.0,-0.05932005122303963
1727706190.109423,0.23594819009304047,0.0,0.0,0.0,0.0,-0.05025850608944893
1727706190.1623666,0.2410181611776352,0.0,0.0,0.0,0.0,-0.04094763100147247
1727706190.253392,0.2443491518497467,0.0,0.0,0.0,0.0,-0.033905379474163055
1727706190.2590582,0.2563633620738983,0.0,0.0,0.0,0.0,-0.03676314651966095
1727706190.309953,0.2633121609687805,0.0,0.0,0.0,0.0,-0.04399258270859718
1727706190.3589785,0.27043241262435913,0.0,0.0,0.0,0.0,-0.045995499938726425
1727706190.4095297,0.27542415261268616,0.0,0.0,0.0,0.0,-0.046026550233364105
1727706190.4590585,0.2879762053489685,0.0,0.0,0.0,0.0,-0.04374773055315018
1727706190.5192747,0.2879762053489685,0.0,0.0,0.0,0.0,-0.04374773055315018
1727706190.5694394,0.30419304966926575,0.0,0.0,0.0,0.0,-0.04874788969755173
1727706190.6511443,0.3098198473453522,0.0,0.0,0.0,0.0,-0.05691995471715927
1727706190.6924593,0.18481984734535217,0.0,0.0,0.0,0.0,-0.20255492144318737
1727706190.7094967,0.05981984734535217,0.0,0.0,0.0,0.0,-0.20524765932978212
1727706190.7588825,0.0,0.0,0.0,0.0,0.0,-0.21019929084661104
1727706190.8099833,0.0,0.0,0.0,0.0,0.0,-0.21019929084661104
1727706190.8595412,0.0,0.0,0.0,0.0,0.0,-0.21019929084661104
1727706190.9097352,0.0,0.0,0.0,0.0,0.0,-0.21019929084661104
1727706190.9798305,0.0,0.0,0.0,0.0,0.0,-0.2138934155371807
1727706191.1125698,0.0,0.0,0.0,0.0,0.0,-0.21128682495738188
1727706191.1580203,0.0,0.0,0.0,0.0,0.0,-0.20715073964176883
1727706191.1592093,0.0,0.0,0.0,0.0,0.0,-0.20715073964176883
1727706191.2116592,0.0,0.0,0.0,0.0,0.0,-0.23751637221830724
1727706191.2590888,0.0,0.0,0.0,0.0,0.0,-0.23751637221830724
1727706191.3105845,0.0,0.0,0.0,0.0,0.0,-0.23751637221830724
1727706191.3798792,0.0,0.0,0.0,0.0,0.0,-0.23751637221830724
1727706191.4096346,0.0,0.0,0.0,0.0,0.0,-0.3760912525361083
1727706191.4588165,0.0,0.0,0.0,0.0,0.0,-0.3760912525361083
1727706191.5100296,0.0,0.0,0.0,0.0,0.0,-0.3760912525361083
1727706191.5597432,0.0,0.0,0.0,0.0,0.0,-0.3760912525361083
1727706191.6094372,0.0,0.0,0.0,0.0,0.0,-0.3760912525361083
1727706191.6793144,0.0,0.0,0.0,0.0,0.0,-0.4222974083173452
1727706191.7611527,0.0,0.0,0.0,0.0,0.0,-0.48938340158010246
1727706191.7615578,0.0,0.0,0.0,0.0,0.0,-0.48938340158010246
1727706191.8207557,0.0,0.0,0.0,0.0,0.0,-0.48938340158010246
1727706191.859062,0.0,0.0,0.0,0.0,0.0,-0.5994101602658233
1727706191.909111,0.0,0.0,0.0,0.0,0.0,-0.5994101602658233
1727706191.9602761,0.0,0.0,0.0,0.0,0.0,-0.5994101602658233
1727706192.0101407,0.0,0.0,0.0,0.0,0.0,-0.5994101602658233
1727706192.0897188,0.0,0.0,0.0,0.0,0.0,-0.5994101602658233
1727706192.1720004,0.0,0.0,0.0,0.0,0.0,-0.665775751623016
1727706192.172211,0.0,0.0,0.0,0.0,0.0,-0.665775751623016
1727706192.219961,0.0,0.0,0.0,0.0,0.0,-0.759409293750228
1727706192.2598753,0.0,0.0,0.0,0.0,0.0,-0.7821403934507015
1727706192.3098733,0.0,0.0,0.0,0.0,0.0,-0.7821403934507015
1727706192.3590882,0.0,0.0,0.0,0.0,0.0,-0.7821403934507015
1727706192.409053,0.0,0.0,0.0,0.0,0.0,-0.7821403934507015
1727706192.4842098,0.0,0.0,0.0,0.0,0.0,-0.7821403934507015
1727706192.5092921,0.0,0.0,0.0,0.0,0.0,-0.9111564314985335
1727706192.5641403,0.0,0.0,0.0,0.0,0.0,-0.9111564314985335
1727706192.6100113,0.0,0.0,0.0,0.0,0.0,-0.9111564314985335
1727706192.6589472,0.0,0.0,0.0,0.0,0.0,-0.9111564314985335
1727706192.7090898,0.0,0.0,0.0,0.0,0.0,-0.9111564314985335
1727706192.7794476,0.0,0.0,0.0,0.0,0.0,-0.9698267990289499
1727706192.87192,0.0,0.0,0.0,0.0,0.0,-0.9698267990289499
1727706192.873234,0.0,0.0,0.0,0.0,0.0,-0.9698267990289499
1727706192.9310055,0.0,0.0,0.0,0.0,0.0,-1.03352207801266
