timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1727705385.1266956,1.1665421199231257e-13,-5.4527781562418705e-24,0.0,0.0,0.0,-3.530296134386956e-12,1.0,4.100630104775019e-17,0.0,0.0,0.0,0.0,2.582015057395693e-18
1727705385.1664762,1.1665332888844905e-13,-5.452771921005665e-24,0.0,0.0,0.0,-3.5302960397215153e-12,1.0,4.0926256233901854e-19,0.0,0.0,0.0,0.0,3.4951887540342965e-18
1727705385.2169182,1.1665068619350973e-13,-5.452753262014915e-24,0.0,0.0,0.0,-3.5302959503894794e-12,1.0,-3.525798802839922e-17,0.0,0.0,0.0,0.0,3.6799495397349404e-18
1727705385.3119593,1.1664622625237503e-13,-5.4527217721912066e-24,0.0,0.0,0.0,-3.53029582245498e-12,1.0,-7.102636074018321e-17,0.0,0.0,0.0,0.0,4.3453307005625365e-18
1727705385.5373168,1.1664027873222716e-13,-5.452679779180859e-24,0.0,0.0,0.0,-3.530295691962581e-12,1.0,-1.0407461282565331e-16,0.0,0.0,0.0,0.0,5.168537963195378e-18
1727705385.581243,1.1663279279475106e-13,-5.452626924035735e-24,0.0,0.0,0.0,-3.530295650753518e-12,1.0,-1.3433457623965224e-16,0.0,0.0,0.0,0.0,3.434029240261041e-18
1727705385.7006624,1.16623828655656e-13,-5.452563631913771e-24,0.0,0.0,0.0,-3.53029558487052e-12,1.0,-1.6450076571160546e-16,0.0,0.0,0.0,0.0,2.141841230436132e-18
1727705385.749273,1.1661344326089454e-13,-5.452490304887494e-24,0.0,0.0,0.0,-3.5302955816824823e-12,1.0,-1.9349533856524714e-16,0.0,0.0,0.0,0.0,1.3814207208263871e-18
1727705385.9434378,1.1660168616575554e-13,-5.452407292846492e-24,0.0,0.0,0.0,-3.5302955092850683e-12,1.0,-2.2142489900458717e-16,0.0,0.0,0.0,0.0,1.511709039050313e-18
1727705385.9878156,1.1658871096483546e-13,-5.4523156802601976e-24,0.0,0.0,0.0,-3.530295443045506e-12,1.0,-2.4732296059083917e-16,0.0,0.0,0.0,0.0,2.772739528628997e-18
1727705386.2342014,1.165744047397866e-13,-5.452214669858724e-24,0.0,0.0,0.0,-3.530295393784666e-12,1.0,-2.728142596893937e-16,0.0,0.0,0.0,0.0,2.3100080410914306e-18
1727705386.2861795,1.1655908710889255e-13,-5.452106518336684e-24,0.0,0.0,0.0,-3.5302953204326553e-12,1.0,-2.9623855942909635e-16,0.0,0.0,0.0,0.0,2.4522570005225023e-18
1727705386.336302,1.1654252165910866e-13,-5.451989556477625e-24,0.0,0.0,0.0,-3.5302953000841767e-12,1.0,-3.18830806779497e-16,0.0,0.0,0.0,0.0,1.87400977906611e-18
1727705386.3870974,1.165250645543302e-13,-5.4518662990102384e-24,0.0,0.0,0.0,-3.5302951808269067e-12,1.0,-3.402255456234632e-16,0.0,0.0,0.0,0.0,2.792114972561822e-18
1727705386.604958,1.165064958636095e-13,-5.451735193092484e-24,0.0,0.0,0.0,-3.5302951141898892e-12,1.0,-3.60257954991461e-16,0.0,0.0,0.0,0.0,3.7178857450893976e-18
1727705386.6550188,1.164870037347329e-13,-5.451597567159407e-24,0.0,0.0,0.0,-3.530295030139154e-12,1.0,-3.8060819597287614e-16,0.0,0.0,0.0,0.0,3.0137550511257745e-18
1727705386.7496755,1.164664789091045e-13,-5.451452649779766e-24,0.0,0.0,0.0,-3.530294986329485e-12,1.0,-4.001695450499921e-16,0.0,0.0,0.0,0.0,2.5572080844612125e-18
1727705386.7988794,1.1644523005298448e-13,-5.451302620320195e-24,0.0,0.0,0.0,-3.5302949658349926e-12,1.0,-4.17736817484329e-16,0.0,0.0,0.0,0.0,1.286083230643356e-18
1727705387.012292,0.001844594274567183,3.2862021490586225e-09,0.0,0.0,0.0,1.7977858085729017e-06,0.999999999998384,0.01844594274454639,0.0,0.0,0.0,0.0,3.5955786777377126e-05
1727705387.063973,0.007956446071844363,-5.53100612786073e-08,0.0,0.0,0.0,-7.033250250938453e-05,0.9999999975266696,0.07956446076436602,0.0,0.0,0.0,0.0,-0.0014066499807414948
1727705387.3216872,0.017174884081557075,-8.737027981347641e-06,0.0,0.0,0.0,-0.0009671682051863842,0.9999995322927221,0.15330294946574924,0.0,0.0,0.0,0.0,-0.01937932283557712
1727705387.3644981,0.02752886731166989,-4.522682642340188e-05,0.0,0.0,0.0,-0.002531799208460281,0.9999967949912479,0.19572494871466317,0.0,0.0,0.0,0.0,-0.049229388214185044
1727705387.4416182,0.038066982062282005,-0.00011406270053995128,0.0,0.0,0.0,-0.003947100558303761,0.9999922101682506,0.20892394763557937,0.0,0.0,0.0,0.0,-0.05959884902896991
1727705387.494401,0.04910565719940802,-0.00021624360787576998,0.0,0.0,0.0,-0.005291313286871443,0.9999860009038628,0.21577494393784927,0.0,0.0,0.0,0.0,-0.05519072129868424
1727705387.7279758,0.06148081450996617,-0.00036725763849816147,0.0,0.0,0.0,-0.007104442029671287,0.9999747631332738,0.23415236800385753,0.0,0.0,0.0,0.0,-0.06314781974949424
1727705387.766189,0.07391150108878533,-0.0005710969755748315,0.0,0.0,0.0,-0.00927157632488855,0.9999570180125003,0.2480845282180401,0.0,0.0,0.0,0.0,-0.0796074237177499
1727705387.8780463,0.08571847374766721,-0.0008144747713248243,0.0,0.0,0.0,-0.011361483214043417,0.9999354562666418,0.2424185678155934,0.0,0.0,0.0,0.0,-0.08514451725950474
1727705387.9311411,0.0969575942194487,-0.0010928585065663713,0.0,0.0,0.0,-0.013410873328812993,0.9999100701945943,0.23052064897556407,0.0,0.0,0.0,0.0,-0.08279132383171948
1727705388.1108863,0.10599739690233763,-0.0013516990303683268,0.0,0.0,0.0,-0.015346170711576707,0.9998822405886061,0.20286088710722713,0.0,0.0,0.0,0.0,-0.0797009093485482
1727705388.156868,0.11022748479976677,-0.0014877347918609246,0.0,0.0,0.0,-0.017094145682532553,0.9998538844168104,0.132757898918779,0.0,0.0,0.0,0.0,-0.07367405898401193
1727705388.4234672,0.11179001339692093,-0.0015449023161393089,0.0,0.0,0.0,-0.02019141158214736,0.9997961326682158,0.057958530594443135,0.0,0.0,0.0,0.0,-0.09692021383642987
1727705388.458916,0.11223519407193507,-0.0015641595522518927,0.0,0.0,0.0,-0.025236925906594255,0.9996814980636508,0.020091743720420455,0.0,0.0,0.0,0.0,-0.16289254559390182
1727705388.51934,0.112235194381985,-0.001564159567957173,0.0,0.0,0.0,-0.031076436226479976,0.9995170109165034,0.004455982987144683,0.0,0.0,0.0,0.0,-0.21777313138615967
1727705388.5712516,0.11223519426584415,-0.0015641595599764462,0.0,0.0,0.0,-0.037379481475354026,0.9993011429817509,1.9403040285581596e-09,0.0,0.0,0.0,0.0,-0.24297171926633268
1727705388.826942,0.11222414049695828,-0.001563216905896081,0.0,0.0,0.0,-0.045068067439737375,0.9989839184377531,-0.0001109407208976787,0.0,0.0,0.0,0.0,-0.2800379507474418
1727705388.868408,0.11221086589799514,-0.0015619626652642303,0.0,0.0,0.0,-0.05496730403274314,0.9984881549058917,-0.0002442770895035029,0.0,0.0,0.0,0.0,-0.35213659860687685
1727705388.970067,0.1122108656011704,-0.0015619626294732264,0.0,0.0,0.0,-0.06502338851171834,0.9978837401954469,-0.000133340522559533,0.0,0.0,0.0,0.0,-0.399719164915436
1727705389.0167594,0.1122085597812878,-0.0015616367618580655,0.0,0.0,0.0,-0.07562313352138339,0.9971364709388616,-2.329033353280774e-05,0.0,0.0,0.0,0.0,-0.41400755675024203
1727705389.207825,0.11218194337499177,-0.0015571182783728572,0.0,0.0,0.0,-0.08795158840474822,0.9961247502682994,-0.00029326348052312323,0.0,0.0,0.0,0.0,-0.45992160187463227
1727705389.2792351,0.11216828551935884,-0.00155464778327353,0.0,0.0,0.0,-0.10218498608620123,0.9947654138632701,-0.00040877126583151874,0.0,0.0,0.0,0.0,-0.5333651928348495
1727705389.5219846,0.11435824450937829,-0.00205174318160149,0.0,0.0,0.0,-0.11554207514531499,0.9933025867635272,0.022318251147034545,0.0,0.0,0.0,0.0,-0.554706724729657
1727705389.576125,0.12060581070308495,-0.0036137289244598265,0.0,0.0,0.0,-0.12760216817232106,0.9918254315542241,0.08685724368862671,0.0,0.0,0.0,0.0,-0.5117469535176818
1727705389.6640053,0.12776924634041606,-0.005571547422417575,0.0,0.0,0.0,-0.1391640381113754,0.9902693423995997,0.13866348187025587,0.0,0.0,0.0,0.0,-0.47632951502310333
1727705389.7167277,0.13387175098123544,-0.007409391462063704,0.0,0.0,0.0,-0.15297645580821234,0.988229833575347,0.1379977833166824,0.0,0.0,0.0,0.0,-0.5125695066908256
1727705389.9407432,0.1371918620957851,-0.008503438091339771,0.0,0.0,0.0,-0.16684616742692976,0.9859829392108898,0.09869274252549246,0.0,0.0,0.0,0.0,-0.5602588153658583
1727705389.9896512,0.13812630203246212,-0.00884140839708657,0.0,0.0,0.0,-0.18165721420657738,0.9833619153326539,0.044895385567803446,0.0,0.0,0.0,0.0,-0.5818392286196411
1727705390.1000152,0.13820228834728562,-0.008870894916491958,0.0,0.0,0.0,-0.19802267420926464,0.980197439549304,0.01075221556423393,0.0,0.0,0.0,0.0,-0.63420212435711
1727705390.1499212,0.13819652307449234,-0.008868396345543888,0.0,0.0,0.0,-0.21534893922777934,0.97653716487058,0.0007522394420025197,0.0,0.0,0.0,0.0,-0.6875539082579175
1727705390.4026487,0.13813772835778432,-0.008839228499142291,0.0,0.0,0.0,-0.23423340236451787,0.9721803912940962,-0.0007191791239918822,0.0,0.0,0.0,0.0,-0.7417944700664824
1727705390.4574616,0.13812119254424965,-0.00883068134808374,0.0,0.0,0.0,-0.2547465232372337,0.9670078639279732,-0.0008424870459755922,0.0,0.0,0.0,0.0,-0.8107286104161551
1727705390.7078876,0.13805669260557527,-0.008792042594208132,0.0,0.0,0.0,-0.2714067381743127,0.9624647434963943,-0.0009380375770253194,0.0,0.0,0.0,0.0,-0.7684874371884942
1727705390.7613332,0.13788411638072298,-0.008682851654240124,0.0,0.0,0.0,-0.28374387556467,0.958900105891923,-0.002794135274126839,0.0,0.0,0.0,0.0,-0.6022128134108825
1727705390.8327107,0.13764831015374565,-0.008525562033231567,0.0,0.0,0.0,-0.2962029032776557,0.955125038981749,-0.004876834478742013,0.0,0.0,0.0,0.0,-0.517207244795732
