timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1727687360.0749815,1.1632780668667232e-13,-5.450473540947732e-24,0.0,0.0,0.0,-3.530297358608384e-12,1.0,1.02703195745364e-15,0.0,0.0,0.0,0.0,4.094446210570393e-18
1727687360.1116385,1.1637250804552746e-13,-5.450789159121027e-24,0.0,0.0,0.0,-3.53029724531538e-12,1.0,9.384143613838594e-16,0.0,0.0,0.0,0.0,4.665079700226983e-18
1727687360.2153344,1.1641311680465648e-13,-5.45107588109705e-24,0.0,0.0,0.0,-3.5302971511487297e-12,1.0,8.531011798415882e-16,0.0,0.0,0.0,0.0,4.1491930828555775e-18
1727687360.2692106,1.164500281412331e-13,-5.45133649706661e-24,0.0,0.0,0.0,-3.5302970284003132e-12,1.0,7.752009570564289e-16,0.0,0.0,0.0,0.0,4.3383013472382485e-18
1727687360.5133622,1.1648325778441437e-13,-5.451571118084942e-24,0.0,0.0,0.0,-3.5302969419339456e-12,1.0,7.014097975789209e-16,0.0,0.0,0.0,0.0,4.184295691056158e-18
1727687360.5743902,1.1651305416825764e-13,-5.45178149824852e-24,0.0,0.0,0.0,-3.530296873882198e-12,1.0,6.302602702453153e-16,0.0,0.0,0.0,0.0,3.0903623089763133e-18
1727687360.872501,1.1653951800327154e-13,-5.451968348635885e-24,0.0,0.0,0.0,-3.5302968336253703e-12,1.0,5.626021885717071e-16,0.0,0.0,0.0,0.0,2.1661715114880028e-18
1727687360.9166825,1.1656286834702743e-13,-5.452133215924655e-24,0.0,0.0,0.0,-3.530296821575847e-12,1.0,4.981417876979583e-16,0.0,0.0,0.0,0.0,1.0461270346506158e-18
1727687360.9663923,1.1658317594327237e-13,-5.452276599608705e-24,0.0,0.0,0.0,-3.5302967640884204e-12,1.0,4.3657940000833017e-16,0.0,0.0,0.0,0.0,1.3907390051425743e-18
1727687361.036006,1.1660055995449995e-13,-5.4523993410445e-24,0.0,0.0,0.0,-3.5302966363415365e-12,1.0,3.7691607472511485e-16,0.0,0.0,0.0,0.0,3.704686218055277e-18
1727687361.2793558,1.1661532952645236e-13,-5.4525036229831814e-24,0.0,0.0,0.0,-3.5302965290354964e-12,1.0,3.215358317998793e-16,0.0,0.0,0.0,0.0,4.701058487016366e-18
1727687361.325714,1.1662769188370117e-13,-5.452590908555963e-24,0.0,0.0,0.0,-3.530296451464471e-12,1.0,2.7131929201222873e-16,0.0,0.0,0.0,0.0,3.6975413019706595e-18
1727687361.4163516,1.1663746487635191e-13,-5.4526599116784985e-24,0.0,0.0,0.0,-3.5302964096991357e-12,1.0,2.213534989955439e-16,0.0,0.0,0.0,0.0,2.3867272010499185e-18
1727687361.470927,1.1664488691318118e-13,-5.452712315657757e-24,0.0,0.0,0.0,-3.530296322376984e-12,1.0,1.7195029480012543e-16,0.0,0.0,0.0,0.0,2.5817497321580932e-18
1727687361.6872482,1.166501113622078e-13,-5.452749203363861e-24,0.0,0.0,0.0,-3.5302962634877097e-12,1.0,1.2646485855879925e-16,0.0,0.0,0.0,0.0,2.9242285151225804e-18
1727687361.7378366,1.1665328796219281e-13,-5.452771632041857e-24,0.0,0.0,0.0,-3.530296214480953e-12,1.0,8.401049011633516e-17,0.0,0.0,0.0,0.0,2.157920609993496e-18
1727687362.0161014,-1.15511556826168e-06,1.8069635888937719e-09,0.0,0.0,0.0,-0.0014479377476385564,0.99999895173759,-1.1551174837706e-05,0.0,0.0,0.0,0.0,-0.028958765000960868
1727687362.0590878,-2.8356128640709768e-06,9.1715848058536e-09,0.0,0.0,0.0,-0.0052782428939631455,0.9999860699789535,-2.8356314840262365e-05,0.0,0.0,0.0,0.0,-0.10556534798495228
1727687362.1100261,-2.835661158853835e-06,9.172287651968992e-09,0.0,0.0,0.0,-0.009278123878505011,0.9999569572823098,-1.6805623002783313e-05,0.0,0.0,0.0,0.0,-0.15660637491548451
1727687362.187804,-7.72979814575461e-06,1.3451931118533531e-07,0.0,0.0,0.0,-0.01451120557388432,0.9998947069130791,-4.895803405622831e-05,0.0,0.0,0.0,0.0,-0.1846689500486941
1727687362.4260123,-2.6009840258530704e-05,7.883008648211519e-07,0.0,0.0,0.0,-0.02237784474189568,0.9997495846784372,-0.00023187596130931545,0.0,0.0,0.0,0.0,-0.2620291169612198
1727687362.4812806,-2.6010105150672505e-05,7.883147604743908e-07,0.0,0.0,0.0,-0.03099145315742465,0.9995196495473169,-0.00018292106285179924,0.0,0.0,0.0,0.0,-0.32969402917415336
1727687362.604604,-2.60103261409388e-05,7.883303903858471e-07,0.0,0.0,0.0,-0.039602762842964885,0.9992155028697283,-4.868048898015731e-09,0.0,0.0,0.0,0.0,-0.344668186619443
1727687362.6440003,-3.133394801123693e-05,1.2903149554851378e-06,0.0,0.0,0.0,-0.04868359946598028,0.9988142505706634,-5.347470901225296e-05,0.0,0.0,0.0,0.0,-0.3541286883338369
1727687362.8653896,-7.151354884085169e-05,5.710655898555151e-06,0.0,0.0,0.0,-0.060387326973861,0.9981750200946485,-0.0004577003781063016,0.0,0.0,0.0,0.0,-0.41621933704605957
1727687362.9267194,-7.151426055608384e-05,5.710749440133486e-06,0.0,0.0,0.0,-0.0732117230039349,0.9973164210092978,-0.0004042350631110539,0.0,0.0,0.0,0.0,-0.4914886483402937
1727687363.2211404,0.0018858378097676206,-0.0003158318455392733,0.0,0.0,0.0,-0.08542021846956649,0.9963450136757906,0.019836131189297845,0.0,0.0,0.0,0.0,-0.5020070347468255
1727687363.2692044,0.005443415673850273,-0.0009786243708931998,0.0,0.0,0.0,-0.09845133579414572,0.9951418665096693,0.05602508389359425,0.0,0.0,0.0,0.0,-0.506675859324148
1727687363.3495054,0.009509403722386824,-0.0018495943154195455,0.0,0.0,0.0,-0.11189642815446392,0.9937198746962209,0.07777244748666448,0.0,0.0,0.0,0.0,-0.5321363719369818
1727687363.4322588,0.01416578123762116,-0.0029801501435378964,0.0,0.0,0.0,-0.12545167587409273,0.9920997313881209,0.08950155539036331,0.0,0.0,0.0,0.0,-0.5434402913223283
1727687363.7007492,0.02084867466109514,-0.004800505581935492,0.0,0.0,0.0,-0.1381705388444381,0.9904084522031492,0.11718364705013454,0.0,0.0,0.0,0.0,-0.5296547554009099
1727687363.7482548,0.029438785187144007,-0.00734843700039654,0.0,0.0,0.0,-0.14897383411176798,0.9888411382775494,0.15886753555024494,0.0,0.0,0.0,0.0,-0.4749470954897525
1727687363.8446343,0.03834879736342876,-0.010199384113877654,0.0,0.0,0.0,-0.15934299873115818,0.9872232821177599,0.18315373740935426,0.0,0.0,0.0,0.0,-0.4282223158506816
1727687363.8967173,0.047481652964083396,-0.013331423411417275,0.0,0.0,0.0,-0.1693023466450948,0.9855641609862161,0.19010326353402304,0.0,0.0,0.0,0.0,-0.41182616878837824
1727687364.1173732,0.058127291098720946,-0.01721875381311467,0.0,0.0,0.0,-0.1782848738464723,0.9839789142850306,0.20988480620198885,0.0,0.0,0.0,0.0,-0.38436020738400034
1727687364.1892917,0.07021940099472099,-0.02184738480240671,0.0,0.0,0.0,-0.18494963876405388,0.9827479998051617,0.24281146259674546,0.0,0.0,0.0,0.0,-0.3179772563942221
1727687364.4903378,0.08373884285066677,-0.027219434319386424,0.0,0.0,0.0,-0.19055312483635692,0.9816768850365684,0.27495544292592083,0.0,0.0,0.0,0.0,-0.24964882863653698
1727687364.5248058,0.09810108004189558,-0.0330960741935923,0.0,0.0,0.0,-0.19541838912088197,0.9807199667557501,0.30065809378532143,0.0,0.0,0.0,0.0,-0.2132685907975594
1727687364.6227272,0.11243098250383167,-0.039127149351902694,0.0,0.0,0.0,-0.20032160760864645,0.9797301942499719,0.3106548851110711,0.0,0.0,0.0,0.0,-0.1992121291166425
1727687364.6718397,0.12481807881716159,-0.04448063877871196,0.0,0.0,0.0,-0.20497868148486692,0.9787664379905584,0.29041904930298523,0.0,0.0,0.0,0.0,-0.19515759808894803
1727687364.9607496,0.132726025446375,-0.04798205634573468,0.0,0.0,0.0,-0.2091305127493048,0.9778877382589541,0.2214296114936997,0.0,0.0,0.0,0.0,-0.17999111144330543
